iso_code,1998
533,1665100559
24,6506619145
8,2545967253
20,1211932398
784,75674336283
32,2.99E+11
51,1893726437
28,727859259.3
36,3.99E+11
40,2.18E+11
31,4446368571
108,893770806.1
204,2455092688
854,2804902248
50,49984559471
100,15030695297
48,6183776596
44,6833220000
70,4116699437
112,15264369565
84,689140012.2
60,3130748000
68,8497545598
76,8.64E+11
52,2817083478
96,4051147228
64,363452787.2
140,967338348.7
124,6.34E+11
152,81577430181
156,1.03E+12
384,12612033729
120,10831221907
180,6215716712
178,1949481297
170,98443739941
174,370106776
132,521910560.5
188,13684255950
192,25736331200
196,10248617647
203,66807429711
276,2.24E+12
262,514267869.3
212,322411111.1
208,1.77E+11
214,21672231761
12,48187747529
218,27981896948
818,84828807556
724,6.19E+11
233,5674080543
231,7818224906
246,1.34E+11
242,1653160862
583,218873100
266,4483417120
826,1.65E+12
268,3613541517
288,7480968858
324,3588375477
270,840285264.6
624,206457544.5
226,370687618.7
300,1.44E+11
308,445903592.6
304,1149862703
320,19395491993
328,717530683.2
344,1.69E+11
340,6366340266
191,25562732258
332,3723909227
348,48706787306
360,9.54E+10
372,90199410116
364,1.10E+11
368,20617405044
352,8503693099
376,1.16E+11
388,8787195622
400,7912327362
392,4.10E+12
398,22135254836
404,14093998844
417,1645963750
116,3120425503
296,65334841.06
659,383257331.4
410,3.83E+11
414,25939960630
418,1280177839
422,17247179006
434,27249786142
662,877407407.4
144,15794972847
440,11239547691
428,7159169546
446,6797764075
504,41806219379
498,1698717505
450,4401967499
462,540096397.6
484,5.27E+11
584,112279400
807,3756208791
466,2920358587
470,4010571223
496,1124440249
508,5263877520
478,2032345832
480,4169664285
454,1750584265
458,7.22E+10
540,3158806480
562,2643363407
566,54604050168
558,4635267225
528,4.38E+11
524,4856255044
554,56227169851
512,13996914596
586,62191955814
591,11575486400
604,55501467877
608,72207028768
598,3789443015
616,1.75E+11
620,1.24E+11
600,9260481572
258,3775160797
634,10255495027
642,41694118973
643,2.71E+11
646,1989343495
682,1.47E+11
686,6505607633
702,85728310229
90,457679209.2
694,672375927.3
222,10936669900
740,1110850000
703,29856000671
705,22146231968
752,2.71E+11
690,608369282.2
760,15200846138
148,1744794457
768,1587345951
764,1.14E+11
762,1320242081
795,2605660026
776,191504892.8
780,6043694330
788,21803372267
792,2.76E+11
798,12757632.87
834,12270448700
800,6584815847
804,41883242907
858,25385928189
842,9.06E+12
860,14988971211
670,373618518.5
862,91331203433
704,27209602050
548,262293410.7
882,269481523.2
887,6325141676
894,3537683046
716,6401968200
