i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
842,826,870324,4964.667,1106,23792.218,23654.222,1076.791,165573.54,4964.667,2077.4,2494.062,2464.933,4889.988
842,826,880240,2077.4,1106,23792.218,23654.222,1076.791,165573.54,4964.667,2077.4,2494.062,2464.933,4889.988
826,842,270900,20023329.17,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,271000,3958682.939,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,300490,2387.727,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,847192,1538.437,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,847193,1007.75,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,847330,5193.574,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,854211,476.267,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,870323,634.375,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,870324,128504.562,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
826,842,880240,439.45,20023329.17,634.375,5193.574,476.267,3958682.939,128504.562,439.45,1007.75,2387.727,1538.437
156,392,270900,5077451.424,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,271000,350511.205,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,300490,427.841,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,847192,89294.434,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,847193,13791.45,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,847330,17172.257,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,854211,1164.497,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,870323,26.141,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
156,392,870324,1.884,5077451.424,26.141,17172.257,1164.497,350511.205,1.884,0,13791.45,427.841,89294.434
276,528,270900,52165.3,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,271000,1190994.464,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,300490,71710.653,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,847192,10430.699,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,847193,2136.812,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,847330,4717.994,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,854211,187.5,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,870323,104390.688,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
276,528,870324,5313,52165.3,104390.688,4717.994,187.5,1190994.464,5313,0,2136.812,71710.653,10430.699
410,842,270900,75.48,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,271000,1680650.079,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,300490,660.998,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,847192,112605.125,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,847193,12130.593,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,847330,4513.191,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,854211,3049.743,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,870323,448526.75,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,870324,830.062,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
410,842,880240,156.851,75.48,448526.75,4513.191,3049.743,1680650.079,830.062,156.851,12130.593,660.998,112605.125
826,276,270900,11633827.95,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,271000,1359422.947,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,300490,9978.804,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,847192,14064.879,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,847193,1278.911,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,847330,6195.269,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,854211,1278.844,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,870323,154644.847,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
826,276,870324,13580.392,11633827.95,154644.847,6195.269,1278.844,1359422.947,13580.392,0,1278.911,9978.804,14064.879
842,276,270900,0.097,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,271000,11146.751,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,300490,1352.157,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,847192,16134.925,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,847193,3487,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,847330,7884.507,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,854211,1500.335,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,870323,60265.5,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,870324,44719.1,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
842,276,880240,7343.101,0.097,60265.5,7884.507,1500.335,11146.751,44719.1,7343.101,3487,1352.157,16134.925
276,40,270900,0.097,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,271000,2137430.594,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,300490,10202.407,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,847192,10054.638,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,847193,1233.871,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,847330,2289.047,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,854211,196.042,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,870323,33586.059,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,40,870324,3858.173,0.097,33586.059,2289.047,196.042,2137430.594,3858.173,0,1233.871,10202.407,10054.638
276,56,270900,94163.625,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,271000,181370.68,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,300490,5773.768,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,847192,3943.208,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,847193,510.042,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,847330,1938.197,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,854211,148.585,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,870323,260952.28,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,870324,5306.214,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
276,56,880240,604.687,94163.625,260952.28,1938.197,148.585,181370.68,5306.214,604.687,510.042,5773.768,3943.208
56,276,270900,15295.398,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,271000,4819924.963,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,300490,10223.002,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,847192,11336.837,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,847193,1238.628,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,847330,598.801,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,854211,27.522,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,870323,245408.857,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
56,276,870324,4584.616,15295.398,245408.857,598.801,27.522,4819924.963,4584.616,0,1238.628,10223.002,11336.837
392,156,270900,0.894,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,271000,1276439.432,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,300490,117.731,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,847192,3046.123,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,847193,234.446,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,847330,9827.749,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,854211,5348.896,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,870323,19840.916,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
392,156,870324,1498.331,0.894,19840.916,9827.749,5348.896,1276439.432,1498.331,0,234.446,117.731,3046.123
276,724,271000,97674.087,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,300490,5315.888,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,847192,3146.285,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,847193,961.019,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,847330,2141.687,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,854211,144.057,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,870323,90127.102,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,870324,9071.503,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
276,724,880240,93,0,90127.102,2141.687,144.057,97674.087,9071.503,93,961.019,5315.888,3146.285
528,56,270900,4746582.322,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,271000,10290557.38,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,300490,1145.208,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,847192,7100.21,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,847193,1020.937,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,847330,3578.773,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,854211,0,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,870323,32887.179,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
528,56,870324,10062.246,4746582.322,32887.179,3578.773,0,10290557.38,10062.246,0,1020.937,1145.208,7100.21
842,410,270900,1769912.012,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,271000,304103.043,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,300490,530.308,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,847192,636.062,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,847193,764.187,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,847330,1756.937,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,854211,1109.581,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,870323,427.375,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,870324,585.937,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
842,410,880240,150.011,1769912.012,427.375,1756.937,1109.581,304103.043,585.937,150.011,764.187,530.308,636.062
392,410,270900,152540,152540,90.96,1831.836,1864.338,860811.497,70.203,0,974.375,214.061,2588.375
392,410,271000,860811.497,152540,90.96,1831.836,1864.338,860811.497,70.203,0,974.375,214.061,2588.375
