iso_code,1999
533,1722798883
24,6152936539
8,3212119044
20,1239876305
784,84445473111
32,2.84E+11
51,1845482173
28,766200000
36,3.89E+11
40,2.17E+11
31,4581432039
108,808077223.4
204,3677393997
854,3389566983
50,51270569884
100,13627323285
48,6621010372
44,7683870000
70,4685733115
112,12152867470
84,732732353.2
60,3324433000
68,8285075872
76,5.99E+11
52,2951822205
96,4600000000
64,399268801.7
140,999477510.7
124,6.78E+11
152,75173794497
156,1.09E+12
384,12376639823
120,10706445653
180,4711259427
178,2353909564
170,86186158685
174,382454989.9
132,592416703.1
188,14254866288
192,28364615200
196,10497908306
203,65173130995
276,2.19E+12
262,536080148.1
212,331759259.3
208,1.78E+11
214,22136621337
12,48640653469
218,19645272636
818,90710704807
724,6.35E+11
233,5756912266
231,7700833482
246,1.35E+11
242,1936484565
583,220140500
266,4662992036
826,1.68E+12
268,2800049395
288,7719354839
324,3461282543
270,814723460.1
624,224446663.8
226,621117885.7
300,1.43E+11
308,482009370.4
304,1131561595
320,18318412251
328,694754988.3
344,1.66E+11
340,6414520530
191,23456897701
332,4153736347
348,49073380174
360,1.40E+11
372,98860565736
364,1.14E+11
368,36881601584
352,8982047589
376,1.17E+11
388,8887061867
400,8149106065
392,4.64E+12
398,16870821840
404,12896013577
417,1249061487
116,3517242477
296,69032258.06
659,406595484.4
410,4.98E+11
414,30123850197
418,1454430642
422,17391056369
434,35976714101
662,921851851.9
144,15656327860
440,10971583945
428,7525408359
446,6547629475
504,41632027600
498,1170782957
450,4277903780
462,589239753.6
484,6.00E+11
584,114326300
807,3863743409
466,3440724984
470,4121350732
104,7640810198
496,1057408589
508,5976408044
478,1985924387
480,4343710333
454,1.78E+09
458,79148421053
540,3056999988
562,2537790023
566,59372613486
558,4.86E+09
528,4.46899E+11
524,5033642384
554,58762260626
512,15593456122
586,62973855719
591,12130252200
604,50187324568
608,82995145793
598,3.48E+09
616,1.70E+11
620,1.27427E+11
600,8837070236
258,3797016069
634,12393131868
642,3.60E+10
643,1.95907E+11
646,2.16E+09
682,1.61717E+11
686,6632847740
702,86284660767
90,488001488.2
694,669384768.9
222,11284197000
740,886290697.7
703,30453383763
705,2.27E+10
752,2.74072E+11
690,622985493.7
760,15873875969
148,1534673583
768,1.58E+09
764,1.26669E+11
762,1086605267
795,2450513196
776,199214633.2
780,6808982521
788,2.29E+10
792,2.56386E+11
798,13687141.11
834,12711213451
800,5998563258
804,31580961263
858,2.40E+10
842,9.63066E+12
860,17078465982
670,390718518.5
862,97976886247
704,28683659007
548,268006972.7
882,258833766.6
887,7641102523
894,3404311977
716,6858013100
