iso_code,pop,cpi,emp
430,2848447,3.73406221,2.32
434,5357893,-2.9,19.19
662,156737,3.710786087,16.49
144,18777606,6.17627591,7.74
440,3499536,0.981615479,15.93
442,436300,3.15076707,2.35
428,2367550,2.654254778,14.21
446,427772,-1.605719644,6.8
504,28793672,1.894634568,13.58
498,2923783,31.29930158,8.46
450,15766806,11.8596845,5.8
462,279396,-1.174756812,1.97
484,98899845,9.491561494,2.65
584,50754,3.73406221,6.537487138
807,2034823,6.60742291,32.2
466,10946448,-0.677661659,5.33
470,390087,2.369592875,6.32
104,46719698,-0.109165515,0.82
496,2397417,11.59553876,6.18
508,17711925,3.73406221,2.85
478,2630217,3.254067458,9.98
480,1186873,4.199288256,9.24
454,11148751,29.58148846,6.03
458,23194252,1.534740237,3
540,213230,3.73406221,17.51
562,11331561,2.900149736,1.48
566,122283853,6.933292156,3.83
558,5069310,7.069913523,7.58
528,15925513,2.360522338,2.73
524,23941099,2.478820207,1.8
554,3857700,2.615234462,6.13
512,2267973,3.73406221,3.49
586,142343583,4.366664513,0.63
591,3030333,1.498961116,3.79
604,26459944,3.757338333,5.78
608,77991757,3.977125032,3.71
585,19104,3.73406221,6.537487138
598,5847590,15.59589331,2.92
616,38258629,9.900175388,16.31
620,10289898,2.853030393,3.81
600,5323202,8.982159768,9.36
258,240681,3.73406221,11.57
634,592467,1.650335224,0.57
642,22442971,45.66659404,6.97
643,146596869,20.79876066,10.58
646,7933688,3.899529803,0.77
682,20663840,-1.124994779,4.57
686,9797731,0.731981982,5.64
702,4027887,1.361623924,3.7
90,412665,7.88956187,2.13
694,4584570,3.73406221,3.44
222,5887930,2.271287568,6.96
740,470944,59.40168655,12.69
703,5388720,12.0357806,19.06
705,1988925,8.911744187,6.92
752,8872109,0.899143734,5.47
690,81131,6.268768769,6.537487138
760,16410847,-3.846153846,9.51
148,8355654,3.822600881,1.05
768,4924406,1.862605955,4.46
764,62952639,1.591969175,2.39
762,6216329,3.73406221,14.96
795,4516128,3.73406221,11.67
626,884366,3.73406221,3.36
776,97962,6.327635514,3.74
780,1267159,3.555413197,3.61
788,9708347,2.962307947,14.94
792,63240196,54.91537058,6.5
798,9392,3.73406221,6.537487138
834,33499177,5.923961096,3.08
800,23650159,3.392021585,2.85
804,49176500,28.20309724,11.71
858,3319734,4.763824727,12.63
842,282162411,3.376857271,3.99
860,24650400,3.73406221,12.06
670,107787,0.167679637,21.03
862,24192449,3.73406221,13.99
704,79910411,-1.710337279,2.26
548,184964,2.537688442,4.72
882,174454,0.96678235,4.64
887,17409071,4.59,11.57
894,10415942,26.03041179,12.93
716,11881482,3.73406221,5.64
