iso_code,2001
533,1920111732
24,8936063723
8,3922099471
20,1546926174
784,1.03312E+11
32,2.69E+11
51,2118467913
28,800481481.5
36,3.78E+11
40,1.97E+11
31,5707720391
108,876794723.1
56,2.36541E+11
204,3666222634
854,3190371050
50,53991289844
100,14183497963
48,8976196809
44,8317830000
70,5748993411
112,12354820144
84,868358727.5
60,3680483000
68,8.14E+09
76,5.59372E+11
52,3054500000
96,5601090584
64,461444513.7
72,5.49E+09
140,931833302.8
124,7.39E+11
152,70979923960
156,1.3394E+12
384,11202353585
120,10380401989
180,7438189100
178,2796704577
170,98211749596
174,378512003.4
132,563024383.3
188,15976174337
192,31682400000
196,1.04E+10
203,67808032980
276,1.94411E+12
262,5.72E+08
212,340203703.7
208,1.64791E+11
214,25601765401
12,54744725766
218,2.45E+10
818,96684636119
724,6.27287E+11
233,6.25E+09
231,8231326016
246,1.29421E+11
242,1652464201
583,2.41E+08
266,5023265365
826,1.63866E+12
268,3219488664
288,5314909954
324,2829435957
270,687408804.6
624,3.93E+08
226,1461139022
300,1.36191E+11
308,520444185.2
304,1086172923
320,1.84E+10
328,712167575.6
344,1.69403E+11
340,7651174661
191,23054778851
332,6.36E+09
348,53749989092
360,1.60E+11
372,1.09252E+11
364,1.26879E+11
368,3.62E+10
352,8234846805
376,1.31057E+11
388,9.19E+09
400,8975689845
392,4.37471E+12
398,22152694162
404,12986007426
417,1525116370
116,3984000517
296,6.31E+07
659,458643829
410,5.47658E+11
414,34887512227
418,1768619058
422,17649751244
430,906000000
434,34110064452
662,892592592.6
144,15749753805
426,825706961.2
440,12237388002
442,21272418792
428,8351415939
446,6.86E+09
504,39459581217
498,1480673594
450,5438332738
462,870179738.6
484,7.56706E+11
584,122824000
807,3709479718
466,3468337909
470,4088368978
104,4.28E+09
496,1267997934
508,5398568544
478,1746064719
480,4613630623
454,1.72E+09
458,92783947368
516,3557333363
562,2448714681
566,74030364472
558,5323146566
528,4.31213E+11
524,6007055042
554,53872425917
512,1.95E+10
586,7.95E+10
591,12502013400
604,52030158775
608,78921079688
585,156907900
598,3.08E+09
616,1.90905E+11
620,1.21E+11
600,8495806432
275,4003700000
634,17538461538
642,40394824679
643,3.06602E+11
646,1965444515
682,1.84137E+11
686,6539623163
702,8.98E+10
90,409435392.2
694,1090467712
222,12282533600
674,1077413479
678,7.60E+07
740,834279357.8
703,30752150336
705,20876309970
752,2.42396E+11
748,1542477355
690,6.22E+08
760,21099833784
796,358744800
148,1710843361
768,1482437752
764,1.20296E+11
762,1.08E+09
795,3534803922
626,477457500
776,181116952.8
780,8824873259
788,22066031834
792,2.01751E+11
798,13196544.95
834,13581644246
800,5840503869
804,37972301335
858,20898788417
842,1.05818E+13
860,11401421329
670,430040740.7
862,1.22904E+11
704,32685198735
548,257926881.7
882,273088357.2
887,9861560095
710,1.21515E+11
894,4094480988
716,6777384700
