i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
392,842,271000,21797.016,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,847192,37981.686,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,847193,24100.263,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,847330,47252.562,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,854211,11644.807,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,870322,199332.893,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,870323,913520.895,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,870324,553384.624,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
392,842,870899,180132.043,38.289,913520.895,11644.807,21797.016,47252.562,553384.624,180132.043,37981.686,24100.263,199332.893
484,842,270900,59800607.71,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,271000,1843412.694,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,847192,123253.56,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,847193,412.562,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,847330,17528.792,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,854211,9878.566,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,870322,117941.312,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,870323,396305.248,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,870324,253783.312,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
484,842,870899,86052.863,59800607.71,396305.248,9878.566,1843412.694,17528.792,253783.312,86052.863,123253.56,412.562,117941.312
842,392,270900,289178.849,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,271000,1845375.505,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,847192,3155.946,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,847193,744.999,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,847330,6094.277,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,854211,7191.369,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,870322,601.334,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,870323,141796.839,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,870324,65525.735,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,392,870899,28940,289178.849,141796.839,7191.369,1845375.505,6094.277,65525.735,28940,3155.946,744.999,601.334
842,484,270900,36492.242,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,271000,5000355.245,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,847192,23815.812,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,847193,1915.812,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,847330,48358.376,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,854211,22060.976,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,870322,1023,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,870323,102897.064,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,870324,106389.184,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
842,484,870899,255351.104,36492.242,102897.064,22060.976,5000355.245,48358.376,106389.184,255351.104,23815.812,1915.812,1023
528,276,270900,61471.074,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,271000,22083207.4,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,847192,17288.732,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,847193,2902.654,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,847330,6121.51,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,854211,338.266,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,870322,2950.434,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,870323,55832.753,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,870324,206.341,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
528,276,870899,17314.572,61471.074,55832.753,338.266,22083207.4,6121.51,206.341,17314.572,17288.732,2902.654,2950.434
156,344,271000,1496079.117,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,847192,63478.3,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,847193,7326.603,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,847330,0,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,854211,511.068,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,870322,11.962,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,870323,347.585,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,870324,104.393,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
156,344,870899,1535.812,0,347.585,511.068,1496079.117,0,104.393,1535.812,63478.3,7326.603,11.962
276,842,271000,807054.764,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,847192,1476,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,847193,338.125,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,847330,3141.625,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,854211,130.749,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,870322,41.199,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,870323,193337.872,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,870324,167924.688,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,842,870899,25633.92,0,193337.872,130.749,807054.764,3141.625,167924.688,25633.92,1476,338.125,41.199
276,826,270900,239895.872,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,271000,872985.099,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,847192,4636.408,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,847193,1010.503,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,847330,2859.437,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,854211,374.097,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,870322,21414.049,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,870323,222737.506,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,870324,18125.534,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
276,826,870899,77759.652,239895.872,222737.506,374.097,872985.099,2859.437,18125.534,77759.652,4636.408,1010.503,21414.049
156,842,270900,2673033.064,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,271000,23131.814,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,847192,174610.155,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,847193,8961.924,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,847330,0,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,854211,178.625,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,870322,1.139,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,870323,13.059,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,870324,5.651,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
156,842,870899,13219.648,2673033.064,13.059,178.625,23131.814,0,5.651,13219.648,174610.155,8961.924,1.139
276,528,270900,455552,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,271000,1440355.213,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,847192,5619.148,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,847193,1248.54,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,847330,3022.299,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,854211,216.513,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,870322,19281.72,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,870323,89644.045,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,870324,2446.019,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
276,528,870899,15093.471,455552,89644.045,216.513,1440355.213,3022.299,2446.019,15093.471,5619.148,1248.54,19281.72
156,392,270900,11572296.27,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,271000,434299.322,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,847192,29541.56,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,847193,2977.904,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,847330,8169.996,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,854211,286.981,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,870322,3.033,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,870323,12.089,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,870324,3.133,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
156,392,870899,4188.747,11572296.27,12.089,286.981,434299.322,8169.996,3.133,4188.747,29541.56,2977.904,3.033
842,826,270900,1934.935,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,271000,35994.527,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,847192,4387.601,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,847193,2685.125,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,847330,11314.917,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,854211,1482.218,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,870322,295.062,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,870323,14718.925,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,870324,4174.937,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
842,826,870899,19335.097,1934.935,14718.925,1482.218,35994.527,11314.917,4174.937,19335.097,4387.601,2685.125,295.062
826,276,270900,14897823.62,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,271000,862331.569,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,847192,12139.781,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,847193,1320.565,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,847330,2434.018,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,854211,1882.028,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,870322,19415.28,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,870323,102024.862,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,870324,6760.902,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,276,870899,106718.988,14897823.62,102024.862,1882.028,862331.569,2434.018,6760.902,106718.988,12139.781,1320.565,19415.28
826,842,270900,18676510.4,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,271000,3859065.417,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,847192,2505.937,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,847193,1488.875,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,847330,5780.312,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,854211,520.135,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,870322,58.847,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,870323,582.937,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,870324,81446.376,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
826,842,870899,27842.861,18676510.4,582.937,520.135,3859065.417,5780.312,81446.376,27842.861,2505.937,1488.875,58.847
392,410,271000,2321099.874,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,847192,5113.722,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,847193,666.75,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,847330,1262.506,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,854211,2113.104,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,870322,17.203,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,870323,111.675,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,870324,38.644,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
392,410,870899,7323.231,0,111.675,2113.104,2321099.874,1262.506,38.644,7323.231,5113.722,666.75,17.203
842,410,270900,888057.799,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,271000,1696533.582,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,847192,1581.437,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,847193,695.312,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,847330,1184.437,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,854211,697.866,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,870322,12.125,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,870323,5154.25,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,870324,2967.687,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
842,410,870899,7685.673,888057.799,5154.25,697.866,1696533.582,1184.437,2967.687,7685.673,1581.437,695.312,12.125
276,40,270900,15000,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,271000,1421818.144,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,847192,4443.172,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,847193,412.209,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,847330,1229.575,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,854211,113.252,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,870322,10799.51,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,870323,35784.992,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,870324,2345.646,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
276,40,870899,34398.573,15000,35784.992,113.252,1421818.144,1229.575,2345.646,34398.573,4443.172,412.209,10799.51
842,276,270900,8420.5,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,271000,61308.915,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,847192,9514,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,847193,2551.5,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,847330,11415.832,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,854211,1516.522,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,870322,776.375,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,870323,58049.896,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,870324,17748.7,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
842,276,870899,33343.353,8420.5,58049.896,1516.522,61308.915,11415.832,17748.7,33343.353,9514,2551.5,776.375
392,344,271000,859242.76,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,847192,3723.927,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,847193,783.576,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,847330,3475.812,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,854211,8999.601,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,870322,11823.797,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,870323,109927.365,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,870324,5005.338,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
392,344,870899,2653.875,0,109927.365,8999.601,859242.76,3475.812,5005.338,2653.875,3723.927,783.576,11823.797
410,842,270900,4595.421,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,271000,693818.439,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,847192,90773.56,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,847193,2114.187,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,847330,1791.625,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,854211,2975.999,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,870322,95803.752,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,870323,150006.944,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,870324,8.187,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
410,842,870899,11939.902,4595.421,150006.944,2975.999,693818.439,1791.625,8.187,11939.902,90773.56,2114.187,95803.752
392,156,270900,9,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,271000,2226474.245,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,847192,1014.603,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,847193,14.969,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,847330,10997.804,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,854211,1801.927,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,870322,639.211,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,870323,25899.989,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,870324,221.145,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,156,870899,8255.128,9,25899.989,1801.927,2226474.245,10997.804,221.145,8255.128,1014.603,14.969,639.211
392,702,271000,648938.842,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,847192,6746.364,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,847193,3970.548,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,847330,7613.89,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,854211,0,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,870322,4843.762,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,870323,10780.939,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,870324,188.02,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
392,702,870899,10711.589,0,10780.939,0,648938.842,7613.89,188.02,10711.589,6746.364,3970.548,4843.762
702,842,270900,1632.562,1632.562,1.451,2797.991,849434.149,0,1.884,2186.687,41392.965,39630.731,0
