iso_code,pop,cpi,emp
764,63539190,1.626908873,2.6
762,6318510,38.59188945,14.55
795,4564087,4.066419648,10.7
626,901214,4.066419648,3.35
776,98482,8.290283189,4.17
780,1271627,5.536653263,3.66
788,9793915,1.983333333,14.4
792,64192243,54.40018876,8.38
798,9478,4.066419648,6.505985913
834,34385849,5.147468002,2.99
800,24388974,1.865125241,3.14
804,48662400,11.95880854,11.06
858,3325471,4.359340652,15.05
842,284968955,2.826171119,4.73
860,24964450,4.066419648,10.89
670,107893,0.900858486,21.1
862,24646471,4.066419648,13.04
704,80742500,-0.431544512,2.76
548,189209,3.577554521,4.69
882,175394,3.838284639,4.96
887,17918369,11.91159129,11.69
710,45571272,5.701904835,30.69
894,10692197,21.39378218,13.5
716,11923906,4.066419648,5.3
