iso_code,2000
533,1873452514
24,9129634978
8,3480355189
20,1429049198
784,1.04337E+11
32,2.84E+11
51,1911563669
28,826370370.4
36,4.15E+11
40,1.97E+11
31,5272798391
108,870486065.9
56,2.36205E+11
204,3519991440
854,2968369991
50,53369787319
100,13245833844
48,9062898936
44,8076470000
70,5505887894
112,12738912134
84,832072464.7
60,3480219000
68,8.40E+09
76,6.55421E+11
52,3059500000
96,6001153306
64,424464089.9
140,9.15E+08
124,7.44773E+11
152,7.79E+10
156,1.21135E+12
384,10743706069
120,10109045071
180,19088046306
178,3227927593
170,99886577331
174,351136568.4
132,539227277.6
188,15013629665
192,30565400000
196,9985844486
203,6.18E+10
276,1.94315E+12
262,551230861.9
212,3.33E+08
208,1.64159E+11
214,24305717542
12,54790379459
218,18327764882
818,9.98E+10
724,5.96878E+11
233,5686579748
231,8.24E+09
246,1.25707E+11
242,1678239218
583,233271800
266,5.08E+09
826,1.65819E+12
268,3057475335
288,4983024408
324,2995361141
270,782915402.4
624,371095510
226,1.05E+09
300,1.30134E+11
308,520044370.4
304,1068030830
320,19288827159
328,7.13E+08
344,1.71668E+11
340,7186650135
191,21633759451
332,6868666120
348,4.72E+10
360,1.65021E+11
372,1.00E+11
364,1.09592E+11
368,48364250944
352,9.03E+09
376,1.32705E+11
388,9005064475
400,8.46E+09
392,4.96836E+12
398,18291994909
404,12705357103
417,1369688498
116,3654031716
296,67254174.4
659,4.22E+08
410,5.76178E+11
414,37712842243
418,1731198022
422,17260364842
430,874000000
434,38270206950
662,932592592.6
144,16330814180
440,11524776867
442,21263514833
428,7949253766
446,6774193548
504,38857251336
498,1.29E+09
450,4629247091
462,624337145.3
484,7.07907E+11
584,115347500
807,3773653058
466,2961484858
470,4069515579
104,4660052520
496,1136896124
508,5.66E+09
478,1779523344
480,4663313620
454,1743506531
458,93789736842
540,2.68E+09
562,2241753120
566,69448756933
558,5107329007
528,4.16443E+11
524,5494252208
554,52623281957
512,19507452508
586,82017743416
591,1.23E+10
604,5.17E+10
608,83670261708
585,146297500
598,3521339699
616,1.72219E+11
620,1.18E+11
600,8855705140
258,3.45E+09
634,17759890110
642,37253259017
643,2.5971E+11
646,2067528500
682,1.89515E+11
686,6046725378
702,96074477958
90,419933580.9
694,6.36E+08
222,11784927700
740,947671969.7
703,29169953013
705,20289627637
752,2.63E+11
690,614879764.8
760,19325894913
148,1388506727
768,1491891108
764,1.26392E+11
762,8.61E+08
795,2904732773
626,367087900
776,204849612.6
780,8154338233
788,21473261837
792,2.74E+11
798,13742057.05
834,13375976354
800,6193246837
804,31261718319
858,22823255802
842,1.02523E+13
860,13760513969
670,396262963
862,1.17141E+11
704,31172518403
548,272014693.1
882,269019710.3
887,9652436180
894,3600683040
716,6689957600
